strength,weight_capacity,biodegradability_score,co2_emission_score,recyclability,cost,material_type_Aluminum,material_type_Bioplastic,material_type_Cardboard,material_type_Glass,material_type_Paper,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
0.9777777777777779,0.2933333333333334,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.7002881844380402,True,False,False,False,False,0.5333333333333333,0.5750659133709982,0.7222222222222222
0.1777777777777778,0.9733333333333334,0.3333333333333333,0.6666666666666665,0.6666666666666665,0.5078450208133205,False,False,False,False,True,0.3999999999999999,0.11790188999787643,0.4999999999999999
0.9111111111111112,0.64,0.5555555555555556,0.5555555555555556,0.0,0.7182196605827729,True,False,False,False,False,0.3333333333333333,0.5302646291464779,0.2777777777777778
0.8999999999999999,0.12000000000000001,0.0,0.4444444444444445,0.0,0.5283381364073005,False,False,False,True,False,0.26666666666666666,0.588874921433061,0.0
0.9444444444444444,0.12000000000000001,1.0,0.4444444444444445,0.3333333333333333,0.6019852705731668,False,False,True,False,False,0.26666666666666666,0.589546272236658,0.6666666666666666
0.4444444444444445,0.64,0.7777777777777777,1.0,0.6666666666666665,0.5299391610630804,True,False,False,False,False,0.6,0.29049811636668066,0.7222222222222221
0.30000000000000004,0.68,0.0,1.0,0.3333333333333333,0.41306436119116235,True,False,False,False,False,0.6,0.2123045547246771,0.16666666666666666
0.6555555555555556,0.34666666666666673,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.5126480947806595,False,False,True,False,False,0.06666666666666667,0.4333827265029636,0.2777777777777778
0.03333333333333334,0.9466666666666668,0.5555555555555556,0.4444444444444445,0.7777777777777777,0.43868075568363746,False,False,False,False,True,0.26666666666666666,0.02316937458268418,0.6666666666666666
0.1777777777777778,0.04000000000000001,0.6666666666666665,1.0,0.8888888888888888,0.19212295869356388,False,True,False,False,False,0.6,0.1491270480795058,0.7777777777777777
0.9777777777777779,0.9066666666666667,0.7777777777777777,0.7777777777777777,0.4444444444444445,0.909061799551713,False,True,False,False,False,0.46666666666666656,0.5121771217712178,0.611111111111111
0.6777777777777778,0.3066666666666667,0.7777777777777777,0.5555555555555556,1.0,0.6077489593339738,False,False,True,False,False,0.3333333333333333,0.4215694084843657,0.8888888888888888
0.7666666666666666,0.68,0.5555555555555556,0.6666666666666665,1.0,0.7896253602305476,False,False,False,False,True,0.3999999999999999,0.42839506172839503,0.7777777777777778
0.6555555555555556,0.8400000000000001,0.5555555555555556,0.6666666666666665,0.5555555555555556,0.7191802753762409,True,False,False,False,False,0.3999999999999999,0.3813186813186813,0.5555555555555556
0.9666666666666666,0.8800000000000001,0.2222222222222222,0.0,1.0,1.0,False,False,False,False,True,0.0,0.4833333333333333,0.6111111111111112
0.2555555555555556,0.0,0.7777777777777777,0.3333333333333333,0.5555555555555556,0.19756644252321487,True,False,False,False,False,0.19999999999999998,0.21339572192513373,0.6666666666666666
0.9111111111111112,0.16000000000000003,0.5555555555555556,0.0,0.1111111111111111,0.580531540185719,True,False,False,False,False,0.0,0.5764586709886548,0.33333333333333337
0.8888888888888888,0.7466666666666667,0.6666666666666665,1.0,0.0,0.728466218379763,False,True,False,False,False,0.6,0.5142645424231197,0.33333333333333326
0.34444444444444444,0.24000000000000005,0.0,0.0,0.0,0.2667307076528978,False,True,False,False,False,0.0,0.2719160768452983,0.0
0.13333333333333336,0.7200000000000001,0.0,0.0,0.0,0.31796349663784823,False,False,True,False,False,0.0,0.10116618075801752,0.0
0.34444444444444444,0.22666666666666668,0.1111111111111111,1.0,0.4444444444444445,0.2913864873519052,False,False,True,False,False,0.6,0.2667245226878254,0.2777777777777778
0.4777777777777778,0.7866666666666667,0.0,0.3333333333333333,0.3333333333333333,0.5770092859430034,False,True,False,False,False,0.19999999999999998,0.3029644670050762,0.16666666666666666
0.7777777777777778,0.1866666666666667,0.2222222222222222,0.8888888888888888,0.6666666666666665,0.5626000640409861,False,False,False,True,False,0.5333333333333333,0.49774590163934435,0.44444444444444436
0.9666666666666666,0.8133333333333334,1.0,0.7777777777777777,0.0,0.8049951969260325,False,False,False,False,True,0.46666666666666656,0.5355508249068653,0.5
0.9888888888888889,0.2666666666666667,0.4444444444444445,0.0,0.6666666666666665,0.7438360550752481,False,False,False,True,False,0.0,0.5670767535806097,0.5555555555555555
0.45555555555555555,0.026666666666666672,0.2222222222222222,0.4444444444444445,0.6666666666666665,0.33461415305795705,True,False,False,False,False,0.26666666666666666,0.3413387715930902,0.44444444444444436
0.5777777777777777,0.5466666666666667,0.3333333333333333,1.0,0.2222222222222222,0.5091258405379442,False,True,False,False,False,0.6,0.38285593040526206,0.2777777777777778
0.3888888888888889,0.9600000000000002,0.2222222222222222,0.1111111111111111,0.8888888888888888,0.6759526096701889,False,True,False,False,False,0.06666666666666667,0.23204050439434468,0.5555555555555556
0.5888888888888889,0.2666666666666667,0.2222222222222222,0.7777777777777777,0.3333333333333333,0.43836055075248154,False,False,False,False,True,0.46666666666666656,0.40941674087266255,0.2777777777777778
0.4777777777777778,0.3066666666666667,0.7777777777777777,0.2222222222222222,0.2222222222222222,0.39193083573487036,True,False,False,False,False,0.13333333333333333,0.34324821716126064,0.49999999999999994
0.7222222222222222,1.0,0.0,0.1111111111111111,0.3333333333333333,0.8024335574767851,False,False,False,False,True,0.06666666666666667,0.4006928406466513,0.16666666666666666
0.34444444444444444,0.64,0.8888888888888888,0.3333333333333333,0.0,0.3992955491514569,False,False,False,True,False,0.19999999999999998,0.24615560640732265,0.4444444444444444
0.8666666666666667,0.56,0.6666666666666665,0.1111111111111111,1.0,0.8232468780019213,False,False,False,True,False,0.06666666666666667,0.47534246575342465,0.8333333333333333
0.5111111111111111,0.9600000000000002,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.6394492475184117,False,False,False,True,False,0.5333333333333333,0.3117578125,0.611111111111111
0.15555555555555556,0.026666666666666672,0.0,0.7777777777777777,1.0,0.19820685238552677,False,False,True,False,False,0.46666666666666656,0.12982362373062534,0.5
0.9555555555555555,0.8,0.8888888888888888,0.3333333333333333,0.4444444444444445,0.8731988472622478,False,False,False,True,False,0.19999999999999998,0.5101196581196581,0.6666666666666666
0.9333333333333333,0.9600000000000002,0.2222222222222222,0.0,0.6666666666666665,0.9615754082612871,False,False,True,False,False,0.0,0.4758080313418218,0.44444444444444436
0.11111111111111112,0.8666666666666667,0.0,0.5555555555555556,0.8888888888888888,0.46685878962536026,False,True,False,False,False,0.3333333333333333,0.07574765335079678,0.4444444444444444
0.055555555555555566,0.8133333333333334,0.4444444444444445,0.3333333333333333,0.7777777777777777,0.40730067243035534,False,False,False,True,False,0.19999999999999998,0.039476678043230955,0.611111111111111
0.4333333333333334,0.3866666666666667,0.3333333333333333,0.6666666666666665,0.6666666666666665,0.4438040345821325,False,False,True,False,False,0.3999999999999999,0.3001330671989355,0.4999999999999999
0.1777777777777778,0.14666666666666667,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.14537303874479668,False,False,False,True,False,0.13333333333333333,0.15521386636846524,0.33333333333333337
0.5555555555555556,0.4933333333333334,0.4444444444444445,0.7777777777777777,0.2222222222222222,0.4847902657700928,True,False,False,False,False,0.46666666666666656,0.3741643303860255,0.33333333333333337
0.7333333333333333,0.4133333333333334,0.3333333333333333,0.8888888888888888,0.5555555555555556,0.6026256804354786,False,True,False,False,False,0.5333333333333333,0.4575824175824176,0.4444444444444444
0.15555555555555556,0.7200000000000001,1.0,0.0,0.4444444444444445,0.39481268011527376,True,False,False,False,False,0.0,0.11152433425160697,0.7222222222222222
0.7666666666666666,0.3066666666666667,0.8888888888888888,1.0,0.5555555555555556,0.579570925392251,True,False,False,False,False,0.6,0.48536387593756336,0.7222222222222222
0.1444444444444445,0.4800000000000001,0.1111111111111111,1.0,0.1111111111111111,0.21934037784181876,False,False,True,False,False,0.6,0.11846113445378154,0.1111111111111111
0.1444444444444445,0.9866666666666668,0.1111111111111111,0.7777777777777777,0.0,0.39353186039064997,False,False,True,False,False,0.46666666666666656,0.10365349264705886,0.05555555555555555
0.6444444444444444,0.0,0.8888888888888888,1.0,0.0,0.3186039065001601,True,False,False,False,False,0.6,0.48873239436619714,0.4444444444444444
0.13333333333333336,0.3066666666666667,0.2222222222222222,0.8888888888888888,0.8888888888888888,0.2664105027217419,False,False,False,True,False,0.5333333333333333,0.10528445006321115,0.5555555555555556
0.07777777777777777,0.2933333333333334,0.2222222222222222,0.7777777777777777,0.6666666666666665,0.20140890169708614,False,False,True,False,False,0.46666666666666656,0.06473880597014925,0.44444444444444436
0.2888888888888889,0.8666666666666667,1.0,0.0,0.7777777777777777,0.5725264169068203,False,True,False,False,False,0.0,0.18371003868865815,0.8888888888888888
0.8444444444444444,0.5333333333333334,0.7777777777777777,0.6666666666666665,0.0,0.6375280179314762,False,True,False,False,False,0.3999999999999999,0.5156824403597966,0.38888888888888884
0.3777777777777778,0.9066666666666667,0.1111111111111111,1.0,0.6666666666666665,0.5875760486711494,False,False,False,False,True,0.6,0.23795885437676487,0.38888888888888884
0.45555555555555555,0.4666666666666667,0.1111111111111111,0.1111111111111111,0.6666666666666665,0.5046429715017611,False,False,False,False,True,0.06666666666666667,0.3027665460736327,0.38888888888888884
0.11111111111111112,0.8666666666666667,1.0,0.7777777777777777,0.7777777777777777,0.4431636247198207,False,False,False,True,False,0.46666666666666656,0.07699134679387619,0.8888888888888888
0.2777777777777778,0.36000000000000004,0.5555555555555556,0.2222222222222222,0.0,0.2638488632724944,False,False,False,False,True,0.13333333333333333,0.21978718013681275,0.2777777777777778
0.8999999999999999,0.4933333333333334,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.7428754402817803,False,False,False,False,True,0.26666666666666666,0.5163880213117765,0.5555555555555556
0.09999999999999999,0.6000000000000001,0.0,0.0,0.6666666666666665,0.3515850144092219,False,False,False,True,False,0.0,0.07398720682302772,0.33333333333333326
0.8222222222222222,0.9866666666666668,0.2222222222222222,0.8888888888888888,0.7777777777777777,0.8924111431316042,False,False,True,False,False,0.5333333333333333,0.4344839255499154,0.49999999999999994
0.9111111111111112,0.8933333333333334,0.2222222222222222,0.2222222222222222,0.8888888888888888,0.9490874159462055,False,False,True,False,False,0.13333333333333333,0.4674552324626253,0.5555555555555556
0.9333333333333333,0.34666666666666673,1.0,0.7777777777777777,0.4444444444444445,0.6817162984309959,False,False,False,True,False,0.46666666666666656,0.554988575780655,0.7222222222222222
0.8111111111111111,0.32000000000000006,0.6666666666666665,0.1111111111111111,0.2222222222222222,0.5926993275696446,False,False,False,True,False,0.06666666666666667,0.5092681946119823,0.44444444444444436
0.41111111111111115,0.5866666666666667,0.6666666666666665,0.1111111111111111,1.0,0.5702849823887288,False,False,True,False,False,0.06666666666666667,0.2618066884176183,0.8333333333333333
0.6888888888888889,0.4933333333333334,1.0,0.6666666666666665,0.2222222222222222,0.5654819084213896,True,False,False,False,False,0.3999999999999999,0.44004908979341384,0.6111111111111112
0.1444444444444445,0.053333333333333344,0.4444444444444445,0.5555555555555556,0.1111111111111111,0.08101184758245275,False,False,True,False,False,0.3333333333333333,0.13361966824644553,0.2777777777777778
0.011111111111111113,0.8,1.0,0.7777777777777777,0.7777777777777777,0.361511367275056,False,True,False,False,False,0.46666666666666656,0.008160865475070557,0.8888888888888888
0.03333333333333334,0.4266666666666667,0.1111111111111111,0.4444444444444445,0.1111111111111111,0.15529939161063078,False,False,False,True,False,0.26666666666666666,0.02885254988913526,0.1111111111111111
0.6,0.09333333333333334,0.7777777777777777,0.2222222222222222,1.0,0.49759846301633043,True,False,False,False,False,0.13333333333333333,0.40064143681847336,0.8888888888888888
0.1444444444444445,0.92,0.3333333333333333,0.8888888888888888,0.5555555555555556,0.44572526416906816,False,False,False,False,True,0.5333333333333333,0.09991140642303437,0.4444444444444444
0.4888888888888889,0.06666666666666667,0.5555555555555556,1.0,1.0,0.3970541146333653,False,False,False,True,False,0.6,0.34994269997708,0.7777777777777778
0.34444444444444444,0.8133333333333334,0.0,0.4444444444444445,0.1111111111111111,0.47390329811079085,False,False,False,False,True,0.26666666666666666,0.23369541603302194,0.05555555555555555
0.4444444444444445,0.8800000000000001,0.1111111111111111,0.6666666666666665,1.0,0.6759526096701889,False,False,True,False,False,0.3999999999999999,0.2651891478792511,0.5555555555555556
0.5555555555555556,0.9600000000000002,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.659942363112392,False,False,False,True,False,0.06666666666666667,0.33468364197530864,0.1111111111111111
0.5555555555555556,0.56,0.1111111111111111,0.7777777777777777,0.5555555555555556,0.5568363752801793,False,True,False,False,False,0.46666666666666656,0.3568490333196216,0.33333333333333337
0.8999999999999999,0.5866666666666667,0.8888888888888888,0.6666666666666665,0.5555555555555556,0.7688120397054115,False,False,True,False,False,0.3999999999999999,0.508816075307748,0.7222222222222222
0.5222222222222221,0.8133333333333334,0.5555555555555556,0.6666666666666665,0.1111111111111111,0.568683957732949,False,False,True,False,False,0.3999999999999999,0.3329046744233517,0.33333333333333337
0.12222222222222222,0.2666666666666667,0.8888888888888888,0.4444444444444445,0.2222222222222222,0.164905539545309,True,False,False,False,False,0.26666666666666666,0.10492028587135789,0.5555555555555556
0.0,0.52,0.5555555555555556,1.0,0.5555555555555556,0.21453730387447967,False,False,False,False,True,0.6,0.0,0.5555555555555556
0.4000000000000001,0.10666666666666667,0.4444444444444445,0.5555555555555556,0.6666666666666665,0.3275696445725264,False,False,True,False,False,0.3333333333333333,0.301302460202605,0.5555555555555555
0.2,0.026666666666666672,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.17899455651617036,False,False,False,False,True,0.13333333333333333,0.16963606735469855,0.3888888888888889
0.8777777777777778,0.7866666666666667,0.2222222222222222,0.2222222222222222,0.8888888888888888,0.8914505283381362,True,False,False,False,False,0.13333333333333333,0.46407651938378197,0.5555555555555556
0.8444444444444444,0.7066666666666668,1.0,0.5555555555555556,0.6666666666666665,0.7998719180275375,False,False,True,False,False,0.3333333333333333,0.46916918697740617,0.8333333333333333
0.2888888888888889,0.7066666666666668,0.4444444444444445,0.0,0.4444444444444445,0.46685878962536026,False,False,True,False,False,0.0,0.19694389871207163,0.4444444444444445
0.9222222222222223,0.17333333333333334,0.2222222222222222,0.6666666666666665,0.1111111111111111,0.568683957732949,False,False,False,False,True,0.3999999999999999,0.5878954888752808,0.16666666666666666
0.26666666666666666,0.7200000000000001,0.7777777777777777,0.7777777777777777,0.8888888888888888,0.4959974383605507,True,False,False,False,False,0.46666666666666656,0.17825342465753424,0.8333333333333333
0.12222222222222222,0.04000000000000001,0.8888888888888888,1.0,0.2222222222222222,0.06404098623118795,True,False,False,False,False,0.6,0.11486608486307553,0.5555555555555556
0.7222222222222222,0.9066666666666667,0.2222222222222222,1.0,0.0,0.6900416266410503,True,False,False,False,False,0.6,0.4273399014778325,0.1111111111111111
0.04444444444444444,0.6266666666666667,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.21837976304835094,False,False,True,False,False,0.5333333333333333,0.03647831800262812,0.2222222222222222
0.8111111111111111,0.92,0.3333333333333333,0.3333333333333333,0.4444444444444445,0.8331732308677553,False,False,False,False,True,0.19999999999999998,0.4424628820960699,0.3888888888888889
0.06666666666666667,0.52,0.0,0.5555555555555556,0.3333333333333333,0.23631123919308356,False,False,False,True,False,0.3333333333333333,0.053923853923853925,0.16666666666666666
0.5555555555555556,0.9866666666666668,0.2222222222222222,0.6666666666666665,0.0,0.6343259686199167,False,False,False,True,False,0.3999999999999999,0.3399294670846395,0.1111111111111111
0.6555555555555556,0.6933333333333334,1.0,0.7777777777777777,0.4444444444444445,0.6464937560038424,False,False,False,False,True,0.46666666666666656,0.39815246985608715,0.7222222222222222
0.5555555555555556,0.0,0.4444444444444445,0.3333333333333333,0.8888888888888888,0.41850784502081323,False,False,False,True,False,0.19999999999999998,0.39164785553047404,0.6666666666666666
0.7333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.4444444444444445,0.6970861351264808,False,True,False,False,False,0.19999999999999998,0.4321132075471698,0.22222222222222224
0.8777777777777778,0.16000000000000003,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.6541786743515849,False,False,False,True,False,0.3333333333333333,0.5306426635694929,0.8888888888888888
0.45555555555555555,0.053333333333333344,1.0,0.3333333333333333,1.0,0.39609349983989744,False,False,False,True,False,0.19999999999999998,0.32630733944954127,1.0
0.9888888888888889,0.6533333333333334,0.1111111111111111,1.0,0.7777777777777777,0.8645533141210373,False,False,True,False,False,0.6,0.5303623561737937,0.4444444444444444
0.2888888888888889,0.09333333333333334,0.8888888888888888,0.1111111111111111,0.0,0.17803394172270248,False,False,False,True,False,0.06666666666666667,0.2452296819787986,0.4444444444444444
0.055555555555555566,0.7066666666666668,0.1111111111111111,0.6666666666666665,0.5555555555555556,0.3253282100544348,False,False,False,False,True,0.3999999999999999,0.04191833776274463,0.33333333333333337
0.7333333333333333,0.24000000000000005,0.5555555555555556,1.0,0.0,0.4562920268972142,True,False,False,False,False,0.6,0.5035620052770449,0.2777777777777778
0.1777777777777778,0.026666666666666672,0.4444444444444445,0.8888888888888888,0.2222222222222222,0.09510086455331412,True,False,False,False,False,0.5333333333333333,0.16233918128654973,0.33333333333333337
0.34444444444444444,0.13333333333333336,0.5555555555555556,0.3333333333333333,1.0,0.3608709574127441,False,True,False,False,False,0.19999999999999998,0.2531058823529412,0.7777777777777778
